sha,date,exact,subject,src_files,test_files,n_run_lines,entry_tools,langs,reducibility
351189822e33,2025-11-20,1,[ESI] Window lowered type fix (#9243),lib/Dialect/ESI/ESITypes.cpp,test/Dialect/ESI/windows.mlir,2,circt-opt,.mlir,direct
76fc7146b8e9,2025-11-20,1,[ESI][Runtime] Fix a test and some source broken by 25f3ac8,lib/Dialect/ESI/runtime/python/esiaccel/codegen.py,integration_test/Dialect/ESI/runtime/loopback.mlir.py,0,(none),other:.py,textual-only
91872b228b74,2025-11-07,1,Fix inout port lowering for sv.verbatim.module (#9209),include/circt/Dialect/SV/SVTypeDecl.td;lib/Conversion/FIRRTLToHW/LowerToHW.cpp,test/Conversion/FIRRTLToHW/lower-to-hw-verbatim-blackbox.mlir,1,circt-opt,.mlir,direct
7cf1c5cf263b,2025-11-05,0,[ImportVerilog] Fix LValue generation for ClassPropertySymbol,lib/Conversion/ImportVerilog/Expressions.cpp,test/Conversion/ImportVerilog/classes.sv,2,circt-translate;circt-verilog,.sv,lift-circt-verilog
baefacd3881f,2025-11-03,0,[RTG][Elaboration] Fix incorrect set equality (#9175),lib/Dialect/RTG/Transforms/ElaborationPass.cpp,test/Dialect/RTG/Transform/elaboration.mlir,1,circt-opt,.mlir,direct
6bfecf76581d,2025-10-31,1,[ImportVerilog] Fix capture callback chaining,lib/Conversion/ImportVerilog/Structure.cpp,test/Conversion/ImportVerilog/basic.sv,2,circt-translate;circt-verilog,.sv,lift-circt-verilog
9dfde5ef309f,2025-10-29,1,[Comb] Fix another recursive mux canonicalizer (#9144),lib/Dialect/Comb/CombFolds.cpp,test/Dialect/Comb/canonicalization.mlir,1,circt-opt,.mlir,direct
a509cfea3101,2025-10-21,1,[Synth][LowerVariadic] Fix a dialect dependency (#9118),include/circt/Dialect/Synth/Transforms/SynthPasses.td,test/Dialect/Synth/lower-variadic.mlir,2,circt-opt,.mlir,direct
0fca2bd7f535,2025-10-20,1,[ImportVerilog] Fix dynamic part-select index typing and add test,lib/Conversion/ImportVerilog/Expressions.cpp,test/Conversion/ImportVerilog/basic.sv,2,circt-translate;circt-verilog,.sv,lift-circt-verilog
52e3074ff26b,2025-10-17,1,[FIRRTL] Fix dedup looking up wrong op in inner ref target check (#9104),lib/Dialect/FIRRTL/Transforms/Dedup.cpp,test/Dialect/FIRRTL/dedup-errors.mlir,1,circt-opt,.mlir,direct
bdbbd4ba3032,2025-10-16,1,"[Synth][LowerVariaidc] Fix UAF, topological ordering and a pass phase ordering (#9095)",lib/Dialect/Synth/Transforms/LowerVariadic.cpp;lib/Dialect/Synth/Transforms/SynthesisPipeline.cpp,test/Dialect/Synth/lower-variadic.mlir,2,circt-opt,.mlir,direct
1bb65bd28415,2025-10-10,1,[Synth] Fix an incorrect canonicalization,lib/Dialect/Synth/SynthOps.cpp,test/Dialect/Synth/canonicalizer.mlir,1,circt-opt,.mlir,direct
1286a6c3eca4,2025-10-09,1,[Comb] Fix mux canonicalizers for non-signless-ints (#9071),lib/Dialect/Comb/CombFolds.cpp,test/Dialect/Comb/canonicalization.mlir,1,circt-opt,.mlir,direct
ffd1d5eb87e4,2025-09-20,1,[ImportVerilog] Fix single argument expressions in severity tasks (#8998),lib/Conversion/ImportVerilog/Statements.cpp,test/Conversion/ImportVerilog/builtins.sv,2,circt-translate;circt-verilog,.sv,lift-circt-verilog
09f0bbe083a3,2025-09-18,1,[Moore] Fix missing RValue conversion for struct_create (#8988),lib/Conversion/ImportVerilog/Expressions.cpp,test/Conversion/ImportVerilog/basic.sv,2,circt-translate;circt-verilog,.sv,lift-circt-verilog
978f392c2b69,2025-09-11,1,[ImportVerilog] Fix edge case for single-bit pre- and post-increment (#8945),lib/Conversion/ImportVerilog/Expressions.cpp,test/Conversion/ImportVerilog/basic.sv,2,circt-translate;circt-verilog,.sv,lift-circt-verilog
14511d96a676,2025-08-27,0,[ExportVerilog] Fix crash for variadic ops with a single operand (#8894),lib/Conversion/ExportVerilog/PrepareForEmission.cpp,test/Conversion/ExportVerilog/prepare-for-emission.mlir,2,circt-opt,.mlir,direct
a197d6e076c1,2025-08-26,0,[circt-synth] Parallel Prefix Lowering Performance Bug Fix (#8881),lib/Conversion/CombToAIG/CombToAIG.cpp,test/circt-synth/path-e2e.mlir,2,circt-synth,.mlir,direct
4d57dc924072,2025-08-18,1,[HWToLLVM] Fix struct_inject lowering using pre-lowering operand (#8867),lib/Conversion/HWToLLVM/HWToLLVM.cpp,test/Conversion/HWToLLVM/convert_aggregates.mlir,1,circt-opt,.mlir,direct
9f021153418e,2025-08-14,1,[ImportVerilog] Fix Slang crash when loading same file twice,lib/Conversion/ImportVerilog/ImportVerilog.cpp,test/circt-verilog/redundant-files.sv,1,circt-verilog,.sv,lift-circt-verilog
765883a39398,2025-08-12,1,[ImportVerilog] Fix assignment to concat of packed arrays (#8841),lib/Conversion/MooreToCore/MooreToCore.cpp;lib/Dialect/Moore/MooreOps.cpp,test/Conversion/ImportVerilog/basic.sv,2,circt-translate;circt-verilog,.sv,lift-circt-verilog
4fa60bb1d2cf,2025-08-11,1,[ImportVerilog] Fix file locations for auto-discovered files (#8840),lib/Conversion/ImportVerilog/ImportVerilog.cpp;lib/Conversion/ImportVerilog/ImportVerilogInternals.h,test/circt-verilog/include/library_module.sv;test/circt-verilog/library-locations.sv;test/circt-verilog/preprocess-errors.sv,3,circt-translate;circt-verilog;other,.sv,lift-circt-verilog
cb22826d27fb,2025-08-06,1,[LLHD] Fix UnrollLoops crash on single-block regions,lib/Dialect/LLHD/Transforms/UnrollLoops.cpp,test/Dialect/LLHD/Transforms/unroll-loops.mlir,1,circt-opt,.mlir,direct
82a8af4acfea,2025-07-25,1,[Comb] Fix more recursive mux folders (#8756),lib/Dialect/Comb/CombFolds.cpp,test/Dialect/Comb/canonicalization.mlir,1,circt-opt,.mlir,direct
237f74447515,2025-07-23,1,[FIRRTL] Fix TagExtractOp's type inference (#8766),lib/Dialect/FIRRTL/FIRRTLOps.cpp,test/Dialect/FIRRTL/parse-basic.fir,1,circt-translate,.fir,lift-firtool
e80a67d30db4,2025-07-22,1,"[VerifToSMT] Fix lowering of no output, no result LEC op (#8763)",lib/Conversion/VerifToSMT/VerifToSMT.cpp,test/Conversion/VerifToSMT/verif-to-smt.mlir,2,circt-opt,.mlir,direct
888e6787e4e2,2025-07-21,1,[FSMToSV] Fix bug of operations not being cloned in transition region (#8753),lib/Conversion/FSMToSV/FSMToSV.cpp,test/Conversion/FSMToSV/test_basic.mlir,1,circt-opt,.mlir,direct
dc524e9ea04f,2025-07-20,1,[AIG][LongestPathAnalysis] Fix a bug in deduplicatePathsImpl (#8746),lib/Dialect/AIG/Analysis/LongestPathAnalysis.cpp,integration_test/Bindings/Python/dialects/aig.py;test/Dialect/AIG/longest-paths.mlir;test/circt-synth/path-e2e.mlir,4,circt-opt;circt-synth;other,.mlir;other:.py,direct;textual-only
24bd19e3cc12,2025-07-19,1,[RTG] Fix ValidateOp elaboration (#8743),lib/Dialect/RTG/Transforms/ElaborationPass.cpp,test/Dialect/RTG/Transform/elaboration.mlir,1,circt-opt,.mlir,direct
47cf87cdcdd3,2025-07-18,1,[firtool] Fix argument passing to LowerAnnotations,lib/Firtool/Firtool.cpp,test/firtool/annotation-unknown.fir,1,firtool,.fir,lift-firtool
3e42dbce123a,2025-07-17,1,[ESI] Fix wrap op canonicalizers (#8730),lib/Dialect/ESI/ESIDialect.cpp;lib/Dialect/ESI/ESIFolds.cpp,test/Dialect/ESI/canonicalizers.mlir,1,circt-opt,.mlir,direct
7df789c3ba70,2025-07-12,1,[Comb] Fix excessive const shifts causing crashes and invalid IR (#8696),lib/Dialect/Comb/CombFolds.cpp,test/Dialect/Comb/canonicalization.mlir,1,circt-opt,.mlir,direct
ece9412ddfe3,2025-07-11,1,[VerifToSMT] Fix lowering of initial integer values for BMC (#8689),lib/Conversion/VerifToSMT/VerifToSMT.cpp,test/Conversion/VerifToSMT/verif-to-smt-errors.mlir;test/Conversion/VerifToSMT/verif-to-smt.mlir,3,circt-opt,.mlir,direct
dfa0fe98e99c,2025-07-09,1,[FIRRTL] Fix inject-dut-hier deleting new top (#8678),lib/Dialect/FIRRTL/Transforms/InjectDUTHierarchy.cpp,test/Dialect/FIRRTL/inject-dut-hierarchy.mlir,1,circt-opt,.mlir,direct
3df813fd7e65,2025-07-09,1,"[ImportVerilog] Fix range selects, unify lvalue/rvalue code paths",lib/Conversion/ImportVerilog/Expressions.cpp,test/Conversion/ImportVerilog/basic.sv,2,circt-translate;circt-verilog,.sv,lift-circt-verilog
d77bd7f21dbb,2025-07-02,1,[AIG] Fix history's instance path update in LongestPathAnalysis (#8637),lib/Dialect/AIG/Analysis/LongestPathAnalysis.cpp,test/Dialect/AIG/longest-paths.mlir,1,circt-opt,.mlir,direct
81140f6a2c1e,2025-06-30,1,[FIRRTL] Fix Grand Central companion not-in-design (#8625),lib/Dialect/FIRRTL/Transforms/GrandCentral.cpp,test/Dialect/FIRRTL/grand-central.mlir,1,circt-opt,.mlir,direct
1b810c5d4aed,2025-06-28,1,[FIRRTL] Fix cat canonicalization to handle mixed signed/unsigned operands (#8621),lib/Dialect/FIRRTL/FIRRTLFolds.cpp,test/Dialect/FIRRTL/canonicalization.mlir,1,circt-opt,.mlir,direct
09a701bb6577,2025-06-22,1,[AIG][ImportAIGER] Fix incorrect tokenization and simplify parser (#8588),lib/Conversion/ImportAIGER/ImportAIGER.cpp,test/Conversion/ImportAIGER/invalid-index.aig;test/Conversion/ImportAIGER/invalid-index.mlir,1,circt-translate,.mlir;other:.aig,direct;textual-only
ca84bb763f34,2025-06-13,1,[FIRRTL] Fix public copying in inject-dut-hier,lib/Dialect/FIRRTL/Transforms/InjectDUTHierarchy.cpp,test/Dialect/FIRRTL/inject-dut-hierarchy.mlir,1,circt-opt,.mlir,direct
5da61416c373,2025-06-06,1,[LLHD] Fix drive combining for single-element arrays and structs,lib/Dialect/LLHD/Transforms/CombineDrives.cpp,test/Dialect/LLHD/Transforms/combine-drives.mlir,1,circt-opt,.mlir,direct
9be24fbb4939,2025-06-04,1,[LLHD] Fix canonicalizer crashing on empty processes with results,lib/Dialect/LLHD/IR/LLHDOps.cpp,test/Dialect/LLHD/Canonicalization/processes.mlir,1,circt-opt,.mlir,direct
ce9146a64ab8,2025-06-03,1,[CombFolds] Fix comb.mul folder for i0,lib/Dialect/Comb/CombFolds.cpp,test/Dialect/Comb/canonicalization.mlir,1,circt-opt,.mlir,direct
a1d66ba13499,2025-06-02,1,[LLHD] Fix deseq poisoning comb ops that don't depend on triggers (#8513),lib/Dialect/LLHD/Transforms/Deseq.cpp,test/Dialect/LLHD/Transforms/deseq.mlir,1,circt-opt,.mlir,direct
27fdf5525cdc,2025-05-23,1,[Arc] Fix arc inliner deleting arcs that still have calls (#8510),lib/Dialect/Arc/Transforms/InlineArcs.cpp,test/Dialect/Arc/inline-arcs.mlir,3,circt-opt;other,.mlir,direct
a49186699205,2025-05-21,1,[LLHD] Fix handling of conditional drives (#8498),include/circt/Dialect/LLHD/Transforms/LLHDPasses.td;lib/Dialect/LLHD/Transforms/Mem2Reg.cpp,test/Dialect/LLHD/Transforms/mem2reg.mlir,1,circt-opt,.mlir,direct
a1929a1878d4,2025-04-19,1,[firrtl] Fix fprintf round trip issue,lib/Dialect/FIRRTL/FIRRTLOps.cpp,test/Dialect/FIRRTL/round-trip.mlir,1,circt-opt,.mlir,direct
bd6949339c41,2025-04-09,1,[ImportVerilog] Fix empty replications within concatenations,lib/Conversion/ImportVerilog/Expressions.cpp,test/Conversion/ImportVerilog/basic.sv,2,circt-translate;circt-verilog,.sv,lift-circt-verilog
475b936c55e8,2025-03-31,1,[FIRRTL] Fix: Enforce flat namespace for modules (#8345),lib/Dialect/FIRRTL/Import/FIRParser.cpp,test/Dialect/FIRRTL/parse-basic.fir;test/Dialect/FIRRTL/parse-errors.fir,2,circt-translate,.fir,lift-firtool
ac1184031e20,2025-03-27,1,[Seq] Fix width errors in HWMemSimImpl (#8351),lib/Dialect/Seq/Transforms/HWMemSimImpl.cpp,test/Dialect/Seq/hw-memsim.mlir,8,circt-opt,.mlir,direct
9570cdc98d19,2025-03-20,1,"[FIRRTL] Canonicalize Assert(clk, p, e) when p == e (#8320)",include/circt/Dialect/FIRRTL/FIRRTLCanonicalization.td;lib/Dialect/FIRRTL/FIRRTLFolds.cpp,test/Dialect/FIRRTL/canonicalization.mlir;test/firtool/extract-test-code.fir;test/firtool/layer-merge-across-inlined-submodule.fir,5,circt-opt;firtool,.fir;.mlir,direct;lift-firtool
b08feee25e60,2025-03-06,0,"[Verif] Add multiplier integration test, fix bug in lower contracts (#8300)",lib/Dialect/Verif/Transforms/LowerContracts.cpp,integration_test/circt-test/contracts.mlir;test/Dialect/Verif/lower-contracts.mlir,2,circt-opt;other,.mlir,direct
c7c7352daf11,2025-02-27,1,[AffineParallelUnroll] Fix empty map lookup; move canonicalization passes before `MemoryConflictResolver` (#8282),lib/Dialect/Calyx/Transforms/AffineParallelUnroll.cpp,test/Dialect/Calyx/affine-parallel-unroll.mlir,1,circt-opt,.mlir,direct
3f0aa622f0ca,2025-02-26,1,[ESI] Fix assert on lower unwrap value from block arg,lib/Dialect/ESI/Passes/ESILowerToHW.cpp,test/Dialect/ESI/passes/lower_to_hw_errors.mlir,1,circt-opt,.mlir,direct
6e93a0e8400d,2025-02-08,1,[MooreToCore]Fix a crash caused by block args as observed values for llhd.wait. (#8210),lib/Conversion/MooreToCore/MooreToCore.cpp,test/Conversion/MooreToCore/basic.mlir,1,circt-opt,.mlir,direct
8ba4ceaf3764,2025-02-06,1,[FIRRTL] Fix hasDontTouch crash on non-module block args (#8157),lib/Dialect/FIRRTL/FIRRTLOps.cpp,test/Dialect/FIRRTL/imdce.mlir,1,circt-opt,.mlir,direct
671dec51619c,2025-01-31,1,[RTG][Elaboration] Support fixed and virtual registers (#8101),lib/Dialect/RTG/Transforms/ElaborationPass.cpp,test/Dialect/RTG/Transform/elaboration.mlir,1,circt-opt,.mlir,direct
0cea50e9e7d2,2025-01-25,1,[SCFToCalyx] Lower floating point comparison logic fix,lib/Conversion/SCFToCalyx/SCFToCalyx.cpp,test/Conversion/SCFToCalyx/convert_simple.mlir;test/Conversion/SCFToCalyx/float_compare.mlir,2,circt-opt,.mlir,direct
09790a726509,2025-01-15,1,[SCFToCalyx] Fix lowering `scf.if` op when it yields nothing (#8079),lib/Conversion/SCFToCalyx/SCFToCalyx.cpp,test/Conversion/SCFToCalyx/convert_controlflow.mlir,1,circt-opt,.mlir,direct
dcf6516ee06b,2025-01-07,1,[VerifToSMT] Fix incorrect loop region result indexing (#8006),lib/Conversion/VerifToSMT/VerifToSMT.cpp,test/Conversion/VerifToSMT/bmc-clock-not-first.mlir,1,circt-opt,.mlir,direct
a15654cd5d51,2025-01-04,1,[HWToBTOR2] Fix incorrect le/ge predicate name emission (#8028),lib/Conversion/HWToBTOR2/HWToBTOR2.cpp,test/Conversion/HWToBTOR2/comb.mlir,1,circt-opt,.mlir,direct
afa566aabda8,2024-12-31,1,[Arc][ArcToLLVM] Fix seq.clock_gate lowering,lib/Conversion/ArcToLLVM/CMakeLists.txt;lib/Conversion/ArcToLLVM/LowerArcToLLVM.cpp,test/Conversion/ArcToLLVM/lower-arc-to-llvm.mlir,1,circt-opt,.mlir,direct
99826b849987,2024-12-19,1,[HWArith] Fix lowering to HW with type aliases,lib/Conversion/HWArithToHW/HWArithToHW.cpp,test/Conversion/HWArithToHW/test_basic.mlir,1,circt-opt,.mlir,direct
54d3dd01a8b7,2024-12-13,1,[LLHD] Fix misprint in llhd-desequentialize pass (#7985),lib/Dialect/LLHD/Transforms/DesequentializationPass.cpp,test/Dialect/LLHD/Transforms/desequentialization.mlir,1,circt-opt,.mlir,direct
79c2d41904cd,2024-12-04,1,[ExportVerilog] Fix ifdef of macro w/ Verilog name,lib/Conversion/ExportVerilog/ExportVerilog.cpp,test/Conversion/ExportVerilog/verilog-basic.mlir,1,circt-opt,.mlir,direct
dcd7c47a9fd0,2024-12-02,1,[HandshakeToDC] Fix a bug in the sync conversion pattern,lib/Conversion/HandshakeToDC/HandshakeToDC.cpp,test/Conversion/HandshakeToDC/basic.mlir,1,circt-opt,.mlir,direct
0bf454fb46d9,2024-11-21,1,[SCFToCalyx] fix https://github.com/llvm/circt/issues/7861 (#7862),lib/Conversion/SCFToCalyx/SCFToCalyx.cpp,test/Conversion/SCFToCalyx/convert_simple.mlir,1,circt-opt,.mlir,direct
c5f14f1c26e6,2024-11-20,1,[HWToBTOR2] Fix crashes on initial value corner cases (#7844),lib/Conversion/HWToBTOR2/HWToBTOR2.cpp,test/Conversion/HWToBTOR2/errors.mlir,1,circt-opt,.mlir,direct
9c3bbcfb27fb,2024-11-20,1,[HWToBTOR2] Fix slice lowering argument meanings (#7842),lib/Conversion/HWToBTOR2/HWToBTOR2.cpp,test/Conversion/HWToBTOR2/comb.mlir,1,circt-opt,.mlir,direct
a50f19e8511e,2024-11-16,1,"[FIRRTL] Update, fix parser versions (#7827)",include/circt/Dialect/FIRRTL/FIRParser.h;lib/Dialect/FIRRTL/Import/FIRParser.cpp,test/CAPI/firrtl.c;test/Dialect/FIRRTL/emit-basic.mlir;test/Dialect/FIRRTL/parse-basic.fir;test/Dialect/FIRRTL/parse-errors.fir;test/firtool/classes-dedupe.fir;test/firtool/instchoice.fir,12,circt-capi-firrtl-test 2>&1 ;circt-translate;firtool;other,.fir;.mlir;other:.c,direct;lift-firtool;textual-only
a7bd275fb9f2,2024-11-01,1,[FIRRTL] Fix folding of when conditions into LTL properties (#7760),lib/Dialect/FIRRTL/Transforms/ExpandWhens.cpp,test/Dialect/FIRRTL/expand-whens.mlir;test/firtool/verif-under-when.fir,2,circt-opt;firtool,.fir;.mlir,direct;lift-firtool
31e4f9eaaede,2024-10-31,1,fix memref flatten-load (#7298),lib/Transforms/FlattenMemRefs.cpp,test/Transforms/flatten_memref.mlir,1,circt-opt,.mlir,direct
bcee76272eae,2024-10-21,1,[FIRRTL] Fix InstanceInfo top-is-DUT bug,lib/Analysis/FIRRTLInstanceInfo.cpp,test/Analysis/firrtl-test-instance-info.mlir,1,circt-opt,.mlir,direct
7fff704e9e84,2024-10-02,1,[Arc] Fix folding of initialized StateOp (#7653),lib/Dialect/Arc/ArcFolds.cpp,test/Dialect/Arc/canonicalizers.mlir,1,circt-opt,.mlir,direct
337dad583965,2024-09-25,0,[MooreToCore] Alternative conditional lowering and type conversion fixes (#7625),lib/Conversion/MooreToCore/MooreToCore.cpp,test/Conversion/MooreToCore/basic.mlir,1,circt-opt,.mlir,direct
d5314f79fe7a,2024-09-20,0,"[Moore] Add assert, assume, and conver ops. (#7589)",include/circt/Dialect/Moore/MooreOps.td;lib/Conversion/ImportVerilog/Statements.cpp,test/Conversion/ImportVerilog/basic.sv,2,circt-translate;circt-verilog,.sv,lift-circt-verilog
